p_pdb,q_pdb,execution_time
3r6u_A,5nxy_A,0.65307
3ppn_A,3r6u_A,0.645261
3r6u_A,6eyg_A,0.682404
1bhj_A,1nbh_A,0.678233
3jad_A,3jae_A,1.001857
3jae_A,3jaf_A,1.010976
3jad_E,3jae_E,1.013007
3jaf_A,3jad_A,1.024235
3jad_B,3jae_B,1.006412
1gpb_A,1gpa_C,8.589778
1gpa_B,8gpb_,
9gpb_A,1gpb_,
1gpa_A,8gpb_,
1gpb_,1gpa_A,
1gpb_,1gpa_B,
1gpb_,1gpa_C,
3nb0_B,4kqm_C,4.295561
3o3c_A,3nb0_A,3.96626
3nb0_C,4kqm_C,4.376516
3nb0_C,3naz_A,3.984334
3nb0_A,3naz_A,3.966183
3naz_B,4kqm_C,3.932201
3nb0_A,4kqm_C,4.387598
3nb0_C,4kq1_C,4.309881
3d1j_A,2r4t_A,1.909105
3d1j_A,2qzs_A,1.928945
1rzu_A,3guh_A,1.967713
7ec1_A,7ec3_A,1.875654
7vfk_A,7vfl_A,2.006732
5e9t_A,5e9u_A,1.815085
1pnv_A,1pnv_B,1.213698
1pn3_A,1pn3_B,1.280666
4rie_A,4rif_A,1.130727
4rie_A,4rii_B,1.006857
2pme_A,2zt6_A,1.938614
2pme_A,2zt5_A,1.948869
2pmf_A,2zt7_A,1.953051
2pme_A,2zt7_A,1.939821
2gcg_A,2cuk_D,1.008428
2cuk_A,2dbq_A,0.96671
2gcg_B,2wwr_A,0.96325
2wwr_A,2gcg_A,0.942179
2wwr_A,2wwr_D,0.870462
2gcg_B,2wwr_B,0.969883
2gcg_C,2wwr_C,0.945899
2gcg_D,2wwr_D,0.959498
2gcg_A,2cuk_A,1.016651
4wim_A,4wio_A,2.520749
3syq_A,3syp_A,0.56638
3nyn_A,2acx_A,2.591114
3sf4_A,4g2v_A,4.324265
1aon_H,2c7e_A,2.57461
1gru_N,2c7e_G,2.507397
1xck_N,1aon_G,2.656711
2c7e_G,2c7e_H,2.669058
1aon_A,1aon_I,2.633488
1aon_A,1gr5_H,2.547607
1kp8_A,1aon_F,2.675777
1aon_A,1aon_N,2.668501
1aon_A,1aon_H,2.609183
1aon_A,1oel_A,2.630033
1kp8_A,1kp8_B,2.654665
1aon_A,1kp8_A,2.657086
1gr5_H,2c7e_A,2.480189
1ss8_A,1sx3_A,2.562208
1kp8_F,1pcq_A,2.58864
1gri_A,1fyr_A,0.090692
1fyr_A,1fyr_C,0.039886
1fyr_A,2h5k_A,0.035531
4kqm_A,4kqm_C,4.241782
1zd8_A,2ak3_B,0.347774
1zd8_A,1ank_A,0.345773
1zd8_A,2ak3_A,0.387611
2ak3_B,2eck_B,0.346618
2ak3_B,2eck_A,0.340328
1zd8_A,4ake_B,0.362743
1zd8_A,1ake_A,0.348903
3cb4_A,3cb4_C,2.091413
3cb4_C,3cb4_E,2.099981
1byu_A,1rrp_A,0.356697
2b18_A,2gx5_C,0.19069
1agr_A,1gp2_A,1.515639
1agr_A,1gg2_A,1.572164
3sn6_A,1azt_A,1.417032
1ex6_B,1ex7_A,0.224916
2f3t_F,2f3t_C,0.324818
1s96_A,2an9_A,0.314827
1s96_A,2f3r_A,0.311761
1ex6_A,1znw_A,0.251218
2anb_A,2f3t_C,0.30245
2qor_A,1z6g_A,0.27468
1ex6_A,1gky_A,0.258752
1s96_B,2f3r_A,0.289061
1s96_A,2anb_A,0.324496
1s96_B,2anb_A,0.321593
1s96_B,2an9_A,0.308891
1ex6_A,1ex7_A,0.250302
1ex6_B,1gky_A,0.228961
4prv_A,4pu9_A,0.885735
1ad5_A,1qcf_A,1.456212
4qjb_A,4qjb_B,0.549411
3o8b_A,3o8r_A,3.697229
1xml_A,1xmm_B,0.530381
1xmm_A,1xml_A,0.556142
1do0_B,1do0_C,1.980835
1do2_B,1g41_A,1.578665
1do0_A,1do0_B,1.959684
1do0_A,1do0_C,1.998883
4b9q_A,1dkg_D,1.640552
3q6n_A,1usu_A,0.745948
3pry_A,1usu_A,0.523695
3pry_C,1usu_A,0.501139
3pry_B,1usu_A,0.486817
5ggr_H,5ggq_H,0.448907
8ohm_A,1cu1_A,2.476895
1pjr_,2pjr_A,
1pjr_,3pjr_A,
2pjr_A,3pjr_A,5.179757
1je5_B,1je5_A,0.194108
1hgh_B,1qu1_F,0.198874
1htm_B,3hmg_B,0.168673
1hgf_B,1htm_B,0.170616
1htm_D,2viu_B,0.186548
1htm_D,3hmg_D,0.177969
1htm_F,3hmg_F,0.195725
1ken_B,1htm_F,0.177519
1ken_B,1htm_B,0.16955
1irm_C,1ix3_A,1.119123
3nu1_A,3md9_A,0.56056
2j0p_A,2j0r_A,0.734891
1it2_A,1it2_B,0.544149
1abw_A,1aby_A,2.839231
2hbs_D,2hhb_D,0.615062
1jmj_A,1jmo_A,1.443614
1shy_B,2uzx_B,2.6402
3eas_A,3eaq_A,0.382826
3eas_A,3eaq_B,0.376412
3eas_B,3eaq_B,0.390229
2e2o_A,2e2q_A,0.82108
2e2n_A,2e2o_A,0.810686
3o4w_A,3o6w_A,2.226618
2e2n_A,2e2q_A,0.82312
3b8a_X,1ig8_A,2.169872
2yhx_A,1hkg_A,1.981731
1dgk_N,1hkc_A,8.16122
1dgk_N,1qha_A,8.269087
2prs_A,2ps9_A,0.784083
2ps3_A,2prs_A,0.780134
2ps3_A,2ps0_A,0.772086
2prs_B,2ps0_B,0.775601
2ps3_B,2ps0_B,0.762891
1hia_I,1bx7_A,0.006147
4u7n_B,4u7o_B,0.4109
4uy5_A,4uy6_A,0.944398
4g85_A,4g84_B,1.395809
3cq5_A,3cq6_A,1.261707
3cq4_A,3cq5_A,1.123077
3cq4_A,3cq6_A,1.146064
3hri_A,3lc0_A,1.204901
1kx5_A,1kx5_E,0.177268
3idx_G,3hi1_G,0.732888
1hhp_,4hvp_A,
3phv_,4phv_B,
1hmv_A,1fk9_A,1.971761
1dtt_A,1dlo_A,2.193583
1dtt_A,1dlo_B,1.698474
1dtq_A,1dlo_A,2.138942
1hsi_B,1hsh_D,0.107211
3rl1_A,3rl2_A,0.415111
1ebf_A,1ebf_B,1.108526
2ejw_A,6a0s_A,0.925577
1rku_B,1rkv_A,0.362124
1d0n_A,1h1v_G,1.960856
1kq1_A,1kq2_A,0.014191
4l7z_A,4l80_C,1.139146
4l7z_A,4l80_D,1.127518
4l7z_A,4l80_A,1.174329
4l7z_B,4l80_E,1.147785
4l7z_A,4l80_E,1.163817
1q14_A,1q1a_A,0.668297
2f97_A,2f78_A,0.365065
2h99_A,2f78_A,0.399388
2f7a_A,2f7a_B,0.403294
2f7b_A,2f7c_A,0.376745
2h98_A,3glb_A,0.374376
4wls_A,4wlw_A,0.190123
3gn5_A,3o9x_A,0.105186
3loc_A,4jyk_A,1.125615
3eiw_A,3li2_A,0.781543
3eml_A,2ydo_A,3.578578
3eml_A,2rh1_A,4.338742
2uwn_A,2w80_B,0.171805
2uwn_A,2w80_A,0.162578
1hcl_A,3py1_A,0.761089
6bmn_A,6bmn_B,0.876005
6bml_A,6bml_B,0.9146
1aid_A,1hsg_A,0.105501
1dlo_A,3mee_A,2.200682
1dlo_A,1rth_A,2.204842
1dlo_A,1dlo_B,1.75192
1dlo_A,1bqm_A,2.335653
1dlo_A,3hvt_A,2.360557
1dlo_A,2hmi_A,2.264104
1bj5_A,7mbl_A,12.162176
1bm0_A,1e7h_A,11.896813
1bm0_A,8ey5_A,12.055625
1bj5_A,1bm0_A,12.071557
1bj5_A,1ao6_A,12.054602
1egu_A,1f1s_A,5.523038
1loh_A,2brw_A,5.14852
1w72_M,2g75_B,0.418202
6g1d_A,6g1d_B,0.749288
6g1b_J,6g1d_A,0.626679
3ba1_A,3baz_A,0.958183
1f3o_A,1l2t_A,0.50792
1nxu_A,1s20_A,0.597066
1oj7_A,1oj7_C,2.146828
1v71_A,2zr8_A,0.921033
1wtc_A,2zr8_A,0.928434
2fsj_A,2fsk_A,0.642211
2fsj_A,2fsn_A,0.608096
1jt0_A,1jup_A,0.998481
1jt0_B,1jus_A,0.973594
1jt0_A,1jum_A,1.014055
1jt0_A,1jt6_A,0.994459
1jt0_A,1rkw_A,0.991483
1jt0_A,1qvu_A,0.979553
1jt0_A,1jtx_A,0.988247
1jt0_A,1rpw_A,0.961847
1jt0_B,1jum_A,1.029725
1jum_A,1jt0_D,0.972477
1jt0_A,1jus_A,0.96069
1jty_A,1jt0_A,0.985022
1jt0_A,2dtz_A,0.971081
1gz0_D,1gz0_F,0.37287
1z7g_C,1hmp_A,0.426146
1mkm_A,1mkm_B,0.418357
2fd6_L,1e6j_L,0.461847
1f6a_B,4ezm_A,0.467894
4j4p_B,1o0v_B,0.957763
2wqr_A,1f6a_B,0.674198
1o0v_B,4ezm_B,0.63058
1o0v_B,1f6a_B,0.680724
1o0v_B,4ezm_A,0.661865
1q0x_L,1q0y_L,0.41504
1ggc_H,1ggi_H,0.455691
1ggc_L,1ggi_M,0.474676
1hil_A,1him_H,0.494225
1igt_B,1igt_D,2.211896
1igt_A,1igt_C,0.510915
3ay4_A,2dts_A,0.445741
3ay4_A,4w4o_A,0.438613
4b7i_A,4q7d_A,0.395013
4b7i_A,4j12_A,0.41098
1i1c_B,1i1a_D,0.409373
1emt_L,1r24_C,0.452286
2a6i_A,2a6j_L,0.458032
3dnk_A,4byh_A,0.397608
3pv6_A,6yjp_C,0.44304
1dee_A,1dee_C,0.457733
4d3d_B,4d3f_B,1.088864
5g6r_A,5g6s_A,1.073658
1gaf_L,1sbs_L,0.474897
1gaf_L,1yec_L,0.466778
1gaf_L,1yeg_L,0.484848
1gaf_L,1axt_L,0.46536
1gaf_L,1yef_L,0.473984
1gaf_L,1jgv_L,0.489598
1gaf_L,1gpo_L,0.451247
1gaf_L,1l7i_L,0.504965
1gaf_L,1dqm_L,0.4621
1gaf_L,1d6v_L,0.446798
1gaf_L,1ngz_A,0.470112
1gaf_L,1kel_L,0.481223
1gaf_L,1ngx_L,0.464325
1gaf_L,1d5i_L,0.458223
1gaf_L,1cr9_L,0.476865
1gaf_L,2rcs_L,0.465066
1gaf_L,1rz7_L,0.461542
1gaf_L,1clo_L,0.490832
1a4j_B,1a4k_H,0.528962
1mcp_L,1nca_L,0.51571
1mco_H,1igt_D,2.023831
1mco_H,1igt_B,1.959984
2mcg_1,2mcg_2,0.423057
1o0v_A,1f6a_B,0.661498
1o0v_A,4j4p_A,0.972829
2vis_A,1gig_L,0.449993
1jvk_A,1jvk_B,0.464543
1bk5_A,1bk6_A,6.741052
1bk5_A,1ee4_A,6.860111
1f59_A,1ibr_B,7.735179
1f59_A,1gcj_A,7.489272
2bku_B,2bpt_A,
1ukl_A,1ukl_B,34.666051
1qgk_A,1ukl_A,34.689774
6wx8_A,6wx7_A,6.985521
5tbk_A,6bvz_A,7.068368
6bvz_A,6wx8_A,7.14572
3lww_A,3lww_C,33.332833
4kik_B,3qa8_A,3.831109
3quq_A,3qu2_A,0.483487
3d63_A,3gvf_A,0.254941
1i40_A,1i6t_A,0.283711
3quq_A,3qx7_A,0.473681
2car_A,2j4e_B,0.260044
3nt2_A,3mz0_A,0.828752
3nt2_B,3mz0_A,0.799104
4o4b_B,4o4e_A,0.486664
4o4b_B,4o4f_A,0.500669
4o4b_B,4o4c_A,0.471127
2czk_A,2czh_A,0.382766
6jk8_A,6jk8_B,7.452587
6jk8_B,7v3p_B,7.502296
7s0q_A,7xgd_B,5.899803
7u23_E,7v3p_A,5.827502
1p14_A,1gag_A,0.698506
1irk_A,1p14_A,0.759735
1irk_A,1luf_A,0.768721
1lbh_A,1efa_A,0.821358
1lbh_A,1lbh_D,0.725
1lbh_A,1lbh_C,0.746751
1tye_B,1jv2_B,1.677234
3fcs_B,3fcu_B,2.07335
1d9c_A,1d9g_A,0.342435
2a1a_B,2a19_C,0.296682
2a1a_B,2a19_B,0.573404
1tqd_A,1tq6_A,1.774346
1itb_B,1g0y_R,0.947635
1itb_B,1ira_Y,0.896666
4jzj_C,4jzj_D,0.619183
1s3r_A,4bik_A,1.443067
6lsu_A,6lst_A,11.233587
1a74_A,1evx_A,0.173903
2f35_A,1yae_F,0.354876
2f35_A,1txf_A,0.43779
2f35_A,1vso_A,0.410859
2f35_A,2pbw_A,0.426582
2f35_A,1s50_A,0.468466
2f35_A,1s7y_A,0.433096
2f35_A,1s9t_A,0.445135
2f35_A,1sd3_A,0.469342
2f35_A,1tt1_A,0.436436
2f35_A,1yae_A,0.474751
2f35_A,2i0b_A,0.479246
2f35_A,2i0c_A,0.471429
2qs1_A,2f36_A,0.464163
2qs3_A,2f36_A,0.480418
2qs2_A,2f36_A,0.463919
2qs4_A,2f36_A,0.476121
2f34_A,1s50_A,0.474339
2f34_A,1s7y_A,0.435657
2f34_A,3c32_A,0.483738
2f34_A,3c32_B,0.500599
2f35_A,3c32_B,0.463485
2f35_A,3c32_A,0.471001
2f35_A,3c31_A,0.462446
2f35_A,3c31_B,0.451821
2f35_A,3c33_A,0.556453
2f35_A,3c33_B,0.476077
2f35_A,3c34_A,0.46306
2f35_A,3c34_B,0.458313
2f35_A,3c35_A,0.454998
2f35_A,3c35_B,0.458634
2f35_A,3c36_A,0.446109
2f35_A,3c36_B,0.470743
2f35_A,2wky_A,0.470939
2f35_A,3fvk_B,0.441682
2f35_A,3fvn_B,0.474913
2f35_A,3gba_B,0.438909
2f35_A,3gba_A,0.43645
2f35_A,3gba_D,0.406744
2f35_A,3fv1_B,0.432597
2f35_A,2znt_A,0.45254
2f35_A,3fvo_B,0.442393
2f35_A,3fuz_B,0.442226
2f35_A,3gbb_B,0.439129
2f35_A,3fvg_A,0.447432
2f35_A,3fv2_A,0.428316
2f35_A,2qs4_D,0.446949
2f35_A,2qs1_B,0.427435
2f35_A,1yae_B,0.439655
2f35_A,1yae_E,0.430239
2f35_A,2xxr_B,0.434357
2f35_A,2xxu_A,0.451131
2f35_A,2xxx_A,0.441221
2f35_A,2xxx_B,0.426348
2f35_A,2xxx_D,0.441312
2f35_A,2xxw_A,0.435229
2f35_A,2xxw_B,0.441051
2f35_A,2i0b_B,0.486705
2f35_A,2wky_B,0.460225
2f35_A,3fvk_A,0.441759
2f35_A,3fvn_A,0.454883
2f35_A,2pbw_B,0.484436
2f35_A,3gba_C,0.409697
2f35_A,3fv1_A,0.481907
2f35_A,3fvo_A,0.449744
2f35_A,3fuz_A,0.441866
2f35_A,2zns_A,0.441143
2f35_A,3gbb_A,0.472012
2f35_A,3fvg_B,0.438633
2f35_A,3fv2_B,0.477909
2f35_A,2znu_A,0.462473
2f35_A,2qs1_A,0.472741
2f35_A,1yae_C,0.45356
2f35_A,1yae_D,0.481754
2f35_A,1s7y_B,0.437678
2f35_A,2xxr_A,0.445354
2f35_A,2xxu_B,0.428546
2f35_A,2xxx_C,0.444006
2f35_A,2i0b_C,0.447072
2f35_A,2i0c_B,0.448049
2f35_A,1tt1_B,0.425427
2f35_A,2xxt_A,0.454148
2f35_A,2xxt_B,0.422089
2f35_A,2xxv_A,0.430594
2f35_A,2xxv_B,0.445712
2f35_A,2xxy_A,0.457408
2f35_A,2xxy_D,0.43473
2f35_A,1sd3_B,0.430393
2f35_A,2xxy_B,0.452624
2f35_A,2xxy_C,0.454161
2f35_A,1s9t_B,0.443653
2qs1_A,2qs2_A,0.457224
4elo_A,4elr_A,0.80271
1q35_A,1si1_A,0.900144
1si0_A,1si1_A,0.926445
1q35_A,1si0_A,0.890461
1kmp_A,1kmo_A,3.720443
1pnz_A,1kmp_A,3.740084
2b3x_A,2ipy_A,
2b3x_A,3snp_A,6.242111
2pt2_A,2pt1_A,0.87309
2why_A,2wi8_A,0.787592
2why_A,2phz_A,0.690086
1d9v_A,1mrp_A,0.915907
1d9v_A,1mrp_,
3log_A,6za4_A,1.259314
1lwd_A,3mas_A,1.219293
1sjs_A,4icd_A,1.317744
1sjs_A,4aj3_A,1.328067
1lwd_B,3mas_A,1.223785
1sjs_A,7icd_A,1.326816
1sjs_A,1xkd_B,1.324906
1sjs_A,9icd_A,1.31118
1sjs_A,4ajr_A,1.324656
1sjs_A,1hj6_A,1.334261
1sjs_A,3dms_A,1.249662
4ajr_A,4ajs_A,1.345387
1sjs_A,3icd_A,1.310975
3mbc_A,1j1w_A,5.338802
2qfx_A,2qfw_A,1.334496
1t0l_A,1t09_A,1.339283
3inm_A,3map_A,1.28206
1qu3_A,1ffy_A,7.302863
2gf7_C,2gfa_B,0.113709
2ot8_A,2ot8_B,32.788078
1lrq_A,1jcx_A,0.618798
4kfc_A,4kny_B,0.370244
4kfc_B,4kny_A,0.34612
6p2d_A,3b3l_A,0.719434
6p2d_A,5wbp_B,0.695787
6p2d_A,5wbq_A,0.71408
6p2d_A,5wbr_A,0.711285
6p2d_A,5wbr_B,0.702695
6p2d_A,5wbp_A,0.686845
6p2d_A,5wbz_B,0.697188
6p2d_A,5wbz_A,0.694038
3nbv_B,2hw1_A,0.721249
6p2d_A,5wbo_A,0.687721
6p2d_A,5wbo_B,0.719163
6p2d_A,5wbm_B,0.703411
6p2d_A,5wbm_A,0.691274
2hlz_B,3nbv_B,0.677309
2hlz_A,3nbv_B,0.687558
2hlz_D,3nbv_B,0.70281
3b3l_A,3b3l_B,0.730371
3nbv_A,3nbv_B,0.718335
6p2d_A,2hqq_A,0.716606
6p2d_A,2hlz_D,0.683717
6p2d_A,2hlz_C,0.682788
6p2d_A,2hlz_B,0.66214
6p2d_A,2hlz_A,0.668303
6p2d_A,3ro4_B,0.662108
6p2d_A,5wbq_B,0.757078
6p2d_A,3ro4_A,0.726117
6p2d_A,3qa2_A,0.744669
6p2d_A,3qa2_B,0.713889
6p2d_A,3qai_B,0.734033
6p2d_A,3qai_A,0.746237
6p2d_A,3q92_B,0.723822
6p2d_A,3q92_A,0.731422
6p2d_A,3nc9_B,0.749016
6p2d_A,3nc9_A,0.758667
6p2d_A,3nc2_B,0.737802
6p2d_A,3nc2_A,0.702233
6p2d_A,3nca_B,0.737275
6p2d_A,3nca_A,0.734503
6p2d_A,3nbw_B,0.749264
6p2d_A,3nbv_A,0.714581
6p2d_A,3nbw_A,0.743278
6p2d_A,2hw1_A,0.70696
6p2d_A,3b3l_D,0.726726
6p2d_A,3b3l_C,0.71451
6p2d_A,3b3l_B,0.702348
6p2d_A,3nbv_B,0.719595
3ulk_A,1yrl_A,4.486299
6kpa_A,6kph_A,1.574018
2ofp_A,2ofp_B,0.888007
1bg2_A,1mkj_A,0.761126
3zfw_B,3ceq_A,1.630121
3zfw_B,3ceq_B,1.629352
1q0b_A,1ii6_A,0.673329
1i5s_A,1vfv_A,0.580921
1i5s_A,1vfw_A,0.598154
2qks_A,2qks_B,0.549008
7ysw_A,7ysu_A,7.989586
7ysh_A,5w21_A,7.911941
7ysw_A,5w21_A,7.919452
4j90_A,4j91_A,0.342283
1f14_B,1f0y_B,0.929638
1f14_B,1il0_B,0.923165
1f14_B,1m75_A,0.953522
1f14_B,1m75_B,0.932511
1f14_A,1f0y_A,0.91661
1l8l_A,1l8o_B,0.425881
1efa_A,1efa_B,0.904441
1lbi_A,1lbi_C,0.720179
1ce2_A,1biy_A,3.951337
1dsn_,1lfg_,
1dsn_,1cb6_A,
1dsn_,1eh3_A,
1dsn_,1lfh_,
1lfh_A,1lfi_A,3.981093
1lfh_,1lfg_,
1lfh_A,1lfg_A,4.030933
1bka_A,1cb6_A,4.026504
1bka_,1cb6_A,
1ce2_A,1biy_,
1lfg_,1cb6_A,
2p9h_A,1efa_A,0.729871
2v8n_A,4oaa_B,5.973054
1pjb_A,1pjc_A,1.148224
2fm1_A,2fm1_D,0.95316
3ktq_A,4ktq_A,3.390198
2p2d_A,2him_A,0.776178
2p2d_A,2him_C,0.770162
1ulk_A,1ulk_B,0.108847
1uln_A,1uha_A,0.063659
1uha_A,1ulm_A,0.027709
1yqy_A,1pwv_A,5.213239
1yqy_A,1jky_A,5.350427
1yqy_A,1pww_A,5.04305
1j7n_A,1yqy_A,5.020373
2liv_A,1z15_A,1.054738
4kt1_A,4li1_A,7.120162
4bsu_A,4li1_A,7.129945
1g0x_A,1p7q_D,0.312352
1h3n_A,1obc_A,5.898365
1z15_A,1z17_A,1.026784
1z15_A,1z16_A,1.057528
1z15_A,1z18_A,1.031426
1ygu_A,1ygu_B,2.392367
1p7q_D,1ugn_A,0.267433
2xpy_A,2xq0_A,4.994519
5ggr_L,5ggq_L,0.464639
5ysb_A,5ysf_A,1.256434
5ysb_A,5yse_A,1.272005
5ysb_A,5ysd_A,1.255674
6mfz_A,5es5_A,11.471315
6mfz_A,6mfz_B,9.449031
1trh_A,1lpm_A,2.604891
1crl_A,1trh_A,2.580647
2es4_D,2es4_E,1.937339
1hlg_A,1k8q_A,1.269997
5n7z_A,6y6i_A,1.076006
6y6g_A,6y6i_A,1.03608
5n7z_A,5n80_A,1.093882
2h1h_A,2gt1_A,0.942274
2h1h_B,2gt1_A,0.942022
2gt1_A,2h1f_B,0.782066
6cva_A,3ir1_A,0.469719
6cva_A,6oja_A,0.4581
8adh_A,2ohx_A,1.097181
8adh_A,6adh_A,1.125327
6adh_A,8adh_,
6adh_A,7adh_,
1a71_A,1a72_,
2v6m_A,2v7p_A,0.930654
1bjm_A,1bjm_B,0.423831
3bjl_B,1bjm_A,0.421669
3bjl_A,3bjl_B,0.42565
4bjl_A,1bjm_A,0.441848
4bjl_A,4bjl_B,0.435471
1ult_B,1v25_A,1.829513
1ult_A,1v26_A,1.939105
1ult_A,1v25_A,1.933499
3adb_A,3a4l_B,0.572054
3adb_B,3a4l_B,0.514313
3adb_B,3a4m_A,0.52494
3adc_B,3a4l_B,0.507138
3add_A,3a4m_A,0.581403
3adc_B,3a4m_B,0.506066
3add_B,3a4l_A,0.502093
1ba3_A,1lci_A,1.979385
1lci_,1ba3_,
1lci_A,2d1r_A,1.992059
4g36_A,4g37_A,2.134133
4ava_A,4avb_A,0.710292
2lao_A,1laf_E,0.418745
2lao_A,1lst_A,0.434305
2lao_A,1lst_A,0.434645
1lah_E,2lao_,
1laf_E,2lao_,
1lag_E,2lao_,
1lst_,2lao_,
2j0x_A,2j0w_A,1.801479
2dw4_A,2uxn_A,3.711564
2dw4_A,2iw5_A,3.690816
2uxx_A,2z5u_A,3.833456
1p7s_A,1lw9_A,0.510813
3guk_A,172l_A,0.476001
3dmv_A,150l_C,0.463088
3dmv_A,173l_,
1jse_,1lzy_,
1p7s_A,1cuq_A,0.468243
2lzm_,150l_A,
2lzm_,150l_D,
150l_C,150l_D,0.471115
3lzm_,150l_A,
1l96_,1l97_A,
150l_A,150l_B,0.493752
150l_A,150l_C,0.469335
150l_A,150l_D,0.479782
114l_,151l_,
3fxq_B,3fzj_B,0.667044
5ae5_A,5ae5_B,0.666868
1ixc_A,1iz1_A,0.609434
1utb_A,2y7p_A,0.374548
1iz1_A,1iz1_B,0.599597
2y7r_A,2y7p_A,0.362895
2y7r_A,2y7k_A,0.344037
1ldm_A,6ldh_A,1.066407
1kwh_A,1j1n_A,2.098209
1go4_E,1go4_F,0.050383
4p0u_B,4p0e_B,0.168571
4p0u_A,4p0e_A,0.182982
3ci5_A,1hlu_A,1.188174
1ok8_A,1oke_A,1.409206
1ok8_A,1oan_A,1.442699
1oke_A,3p54_A,1.586937
1ok8_A,1tg8_A,1.373671
3hak_A,3hj5_B,0.134319
1i4m_A,3hak_A,0.135489
7lna_A,7td6_A,0.240084
3hjx_A,3hak_A,0.110039
3hak_A,3haf_A,0.128538
3hak_A,3hj5_A,0.116071
1uxk_A,1mdr_A,0.906861
3hl0_A,3hl0_B,1.3938
4fut_A,4fuq_A,1.39557
3mbp_A,1jw4_A,1.087012
1lls_A,3mbp_A,1.08403
1lls_A,1anf_A,1.087883
1mdp_2,2obg_A,1.277357
2gha_A,2ghb_C,1.158067
2gha_A,2ghb_B,1.180841
2gha_A,2ghb_A,1.180503
4jkm_D,6lf3_A,1.013319
1n3w_A,1peb_A,1.113501
1nl5_A,1peb_A,1.097391
5edu_A,5edu_B,5.043974
6dtt_A,6dtu_A,1.173654
6dtt_A,6dts_A,1.206989
6dtq_A,6dtr_A,1.514761
2xd2_A,2xd3_A,1.143124
3rlf_A,3pv0_A,1.13847
1q12_A,1q1b_A,1.155393
1q1e_A,1q12_A,1.144458
1q1e_A,1q1b_A,1.17961
1q12_D,2awo_D,0.857834
1g29_1,1g29_2,1.001105
2r6g_F,3puz_F,2.717748
2r6g_F,3pv0_F,2.755504
2r6g_F,3fh6_F,2.658998
4roq_A,4l9z_E,
4roq_A,4l9z_D,
4roq_A,4l9z_A,
4roq_A,4l9y_F,
4roq_A,4l9z_C,
4roq_A,4l9z_F,
4roq_A,4l9y_A,
4roq_A,4l9y_C,
4roq_A,4l9z_B,
5hx7_A,5jpd_A,0.818117
5hx7_A,5i4k_A,0.804058
1k20_A,1i74_B,0.767709
1k20_A,1k23_A,0.805896
1k20_A,1k23_C,0.809963
1k23_A,1wpm_A,0.792117
1k20_A,1k23_B,0.79685
1k23_A,1k23_B,0.778717
1k20_B,1k23_B,0.797565
1k20_B,1i74_B,0.783961
1lj8_A,1m2w_B,2.563727
1lj8_A,1m2w_A,2.534632
2x65_A,2x5s_A,1.039683
1nxk_A,1ny3_A,0.597878
1p38_A,1cm8_A,
2ec8_A,2e9w_A,3.112552
1kxr_A,1ziv_A,0.671165
1df0_A,2ary_A,1.290343
1df0_A,1kxr_A,1.299965
1kxr_A,1kfu_L,1.656925
1kfx_L,2ary_A,1.392266
1dcl_A,1dcl_B,0.431897
2etx_B,3k05_A,0.303627
2etx_A,3k05_A,0.292637
1ckl_D,1ckl_F,0.164491
5kzq_A,5kzn_A,2.055437
4xaq_A,5kzn_A,1.839997
4xaq_A,5kzq_A,1.881581
4xaq_A,5cnj_A,1.738745
3sm9_A,1ewk_A,1.763077
6n4x_A,3lmk_A,2.105449
6n52_A,6n51_A,6.310842
6n52_B,6n51_B,6.21938
3mq4_A,5c5c_A,0.993949
6bsz_A,6e5v_A,1.704021
1ewt_A,1isr_A,2.086715
1ewk_A,1ewk_B,1.913737
1iss_A,1ewk_A,2.003047
2e4u_A,2e4y_A,2.177647
1ewk_B,2e4u_A,1.969871
2e4u_A,3sm9_A,1.782713
1ewk_B,1ewt_A,1.931209
1ewk_A,1ewt_A,2.037683
1ewk_B,1ewt_B,1.953545
2e4u_A,2e4u_B,2.096889
1ewk_B,2e4u_B,1.977702
1ewk_A,3ks9_A,1.812469
1ewk_B,3lmk_A,1.823728
1ewk_B,4xar_A,1.723617
1ewt_A,1ewt_B,2.012028
1ewv_A,1ewv_B,1.959885
1ewk_B,5c5c_A,1.598398
1ewv_A,1ewk_B,1.938505
1ewv_B,1ewk_B,1.902899
1ewt_A,1ewv_A,2.008212
1ewt_B,1ewv_B,1.934736
4xar_A,3sm9_A,1.563355
4xar_A,6b7h_A,1.567185
1iss_A,1ewv_A,2.00266
1iss_B,1ewv_B,1.962628
1isr_A,1ewk_B,1.927568
3lmk_A,6n52_A,3.318408
3lmk_A,6n4y_A,1.928432
1ewk_A,1ewt_B,1.98151
4xar_A,5cnm_A,1.532473
1ewt_A,1iss_A,2.080737
3ks9_A,1isr_A,1.839469
3hwk_A,3hwk_C,2.11657
1dib_A,1a4i_B,0.788411
1dib_A,1dib_B,0.821727
1lu9_A,1lua_A,0.683422
2xij_A,2xiq_A,5.61002
5f8c_C,5f8f_B,1.557268
5f8c_C,5f8e_B,1.564394
4kif_A,4kic_A,1.486081
2yvy_A,2yvz_A,1.158873
1ydp_A,2dyp_A,0.395926
1ddh_A,2mha_A,0.407277
1ddh_A,1vac_A,0.405737
1qo3_A,1ddh_A,0.443343
1ddh_A,2vaa_A,0.40205
1ddh_A,1bii_A,0.395027
1vac_A,2mha_A,0.402295
1akj_A,2clr_D,0.407834
